T,Name,Series
2402,пн,69565686283.0
2403,вт,22181774918.1
2404,ср,60433310030.0
2405,чт,11438295014.7
2406,пт,37443335457.2
2407,сб,77612602623.5
2408,вс,88990044754.8
2409,пн,73410739220.7
2410,вт,48574896556.8
2411,ср,86121229064.0
2412,чт,29968732218.8
2413,пт,72781006294.9
2414,сб,11404732504.3
2415,вс,28677475627.3
2416,пн,42066751186.5
2417,вт,62578572051.4
2418,ср,81948465048.7
2419,чт,41568137529.7
2420,пт,58668924422.3
2421,сб,14425835955.9
2422,вс,1560640466.8
2423,пн,57313109652.7
2424,вт,20466538892.6
2425,ср,58550495410.5
2426,чт,5056153691.1
2427,пт,19944749351.0
2428,сб,19328914889.4
2429,вс,7585817828.4
2430,пн,2570647851.8
2431,вт,30039429815.6
2432,ср,21039881786.7
2433,чт,58340586040.0
2434,пт,8178866010.6
2435,сб,86692963511.2
2436,вс,44685586141.1
2437,пн,75125268251.5
2438,вт,73741490238.3
2439,ср,58959090492.8
2440,чт,3183395062.7
2441,пт,6776499118.5
2442,сб,33028364012.1
2443,вс,54405728562.9
2444,пн,86637352819.1
2445,вт,15783196593.5
2446,ср,65655274818.2
2447,чт,17027528253.2
2448,пт,28873097952.5
2449,сб,78591224836.0
2450,вс,25306475367.9
2451,пн,55507746201.6
2452,вт,49984621870.1
2453,ср,35742720258.4
2454,чт,48294930865.0
2455,пт,12854438038.4
2456,сб,88226037665.7
2457,вс,95008199713.0
2458,пн,1551770102.5
2459,вт,74566414670.7
2460,ср,63646640934.7
2461,чт,56437528036.8
2462,пт,28979036883.0
2463,сб,62506709373.1
2464,вс,38102846113.8
2465,пн,55504254741.0
2466,вт,75206908923.5
2467,ср,911999691.3
2468,чт,30370896754.3
2469,пт,41566099510.4
2470,сб,89698918858.8
2471,вс,58345180222.3
2472,пн,31050641942.8
2473,вт,85538121846.9
2474,ср,96932281095.4
2475,чт,57375523337.4
2476,пт,58839165969.8
2477,сб,50928386783.6
2478,вс,54987628561.3
2479,пн,28803526101.1
2480,вт,27882886034.5
2481,ср,89860407726.6
2482,чт,33300463418.1
2483,пт,71200699040.9
2484,сб,89439220100.5
2485,вс,70019062281.6
2486,пн,709914962.8
2487,вт,81495284516.4
2488,ср,77199672934.2
2489,чт,66335294753.6
2490,пт,85258925871.9
2491,сб,40421705781.9
2492,вс,38560165544.6
2493,пн,74200838129.7
2494,вт,90945530371.6
2495,ср,71668252919.6
2496,чт,69578723483.9
2497,пт,10530048501.9
2498,сб,58981750707.0
2499,вс,60479277716.6
2500,пн,23327642582.5
2501,вт,60885322922.5
2502,ср,12988213188.9
2503,чт,26461796323.4
2504,пт,13367564005.6
2505,сб,77794755701.6
2506,вс,92011501193.6
2507,пн,30769368295.1
2508,вт,13830267388.3
2509,ср,50683297018.7
2510,чт,24248191778.8
2511,пт,23320699409.9
2512,сб,72242870358.5
2513,вс,298480404.8
2514,пн,37621053394.8
2515,вт,32961413195.5
2516,ср,77727511799.3
2517,чт,32030969751.6
2518,пт,82459308409.9
2519,сб,77388647727.7
2520,вс,68606043354.1
2521,пн,14816470056.6
2522,вт,35827883017.9
2523,ср,39659305602.8
2524,чт,101076544313.8
2525,пт,33833073418.5
2526,сб,37815518855.4
2527,вс,16281656969.6
2528,пн,47410761827.9
2529,вт,26338966443.8
2530,ср,99847212427.7
2531,чт,1122650146.2
2532,пт,14990018995.8
2533,сб,7953212411.1
2534,вс,60077132127.5
2535,пн,94287907914.0
2536,вт,53960940361.1
2537,ср,32478641513.9
2538,чт,26697721629.4
2539,пт,76111751018.8
2540,сб,58173396611.0
2541,вс,28346630198.8
2542,пн,1019192358.7
2543,вт,57767882110.8
2544,ср,81869711475.7
2545,чт,85690687369.4
2546,пт,51364895301.2
2547,сб,87149074999.0
2548,вс,80952536363.4
2549,пн,8466521203.7
2550,вт,17296055095.1
2551,ср,41980663486.7
2552,чт,42292884879.2
2553,пт,78249997079.3
2554,сб,93447005435.8
2555,вс,84169949533.4
2556,пн,21839752678.6
2557,вт,2886122859.9
2558,ср,71871318357.9
2559,чт,25984396672.4
2560,пт,87144839113.6
2561,сб,65441750018.2
2562,вс,99676014535.6
2563,пн,21543215729.5
2564,вт,84232340624.0
2565,ср,103898793664.9
2566,чт,75973333879.0
2567,пт,16706840709.6
2568,сб,103470090527.7
2569,вс,85536470201.6
2570,пн,10653507178.1
2571,вт,87772807015.9
2572,ср,27920086781.9
2573,чт,19044826201.1
2574,пт,21424370509.1
2575,сб,65758912437.0
2576,вс,85364379174.3
2577,пн,85576936104.4
2578,вт,23305810420.4
2579,ср,36156910640.0
2580,чт,102105919620.9
2581,пт,29483323188.7
2582,сб,97463642244.9
2583,вс,5875771754.0
2584,пн,7734213603.0
2585,вт,48400976193.2
2586,ср,38594358773.0
2587,чт,48594942574.0
2588,пт,81138565780.8
2589,сб,32735305502.5
2590,вс,57487349409.3
2591,пн,83583798068.2
2592,вт,11312607504.3
2593,ср,90674152593.6
2594,чт,53430817644.9
2595,пт,77774638330.4
2596,сб,105237519213.6
2597,вс,20268058192.2
2598,пн,98470195133.4
2599,вт,49065550505.2
2600,ср,17503486271.0
2601,чт,18257303581.7
2602,пт,15740709109.4
2603,сб,82812546027.0
2604,вс,32050664794.9
2605,пн,94023435203.7
2606,вт,13094795143.5
2607,ср,23343398942.0
2608,чт,108957511682.3
2609,пт,32646019963.4
2610,сб,62591727060.7
2611,вс,46977513858.6
2612,пн,94873200744.0
2613,вт,42980006677.0
2614,ср,3950637492.0
2615,чт,7833819163.4
2616,пт,56838276849.0
2617,сб,24117406037.2
2618,вс,98000917501.7
2619,пн,37311032087.5
2620,вт,88409120002.8
2621,ср,27594059800.2
2622,чт,4568872995.1
2623,пт,72958412032.2
2624,сб,43565573694.2
2625,вс,53860210237.0
2626,пн,101963415574.9
2627,вт,111759445703.3
2628,ср,105947990141.5
2629,чт,80861076018.2
2630,пт,77255651288.1
2631,сб,41948570362.7
2632,вс,14209587655.7
2633,пн,97337614445.4
2634,вт,104411081389.7
2635,ср,67741178798.3
2636,чт,103290348197.0
2637,пт,2697327085.2
2638,сб,96918792441.0
2639,вс,91065946212.1
2640,пн,89191104806.1
2641,вт,102391806163.0
2642,ср,111739445539.9
2643,чт,41490438426.3
2644,пт,7356450137.0
2645,сб,90059301082.2
2646,вс,109293122033.5
2647,пн,40113658215.3
2648,вт,45076883429.0
2649,ср,103393969308.6
2650,чт,87995762164.0
2651,пт,72739186120.7
2652,сб,42853414986.4
2653,вс,97969178584.6
2654,пн,28967994461.8
2655,вт,59148153370.4
2656,ср,2582503481.5
2657,чт,19129626775.0
2658,пт,54132988804.5
2659,сб,72232908916.9
2660,вс,111342647935.2
2661,пн,74998188544.1
2662,вт,35963489803.8
2663,ср,84466721457.7
2664,чт,72449972011.0
2665,пт,62556918767.6
2666,сб,103412516488.4
2667,вс,105095930421.2
2668,пн,265628003.8
2669,вт,114035980247.7
2670,ср,12432600502.1
2671,чт,102592711443.6
2672,пт,92152364242.1
2673,сб,32673659496.8
2674,вс,36264248689.7
2675,пн,78353167591.9
2676,вт,6091695484.8
2677,ср,70853244042.4
2678,чт,80649810587.8
2679,пт,54333650690.6
2680,сб,109699848954.1
2681,вс,90490462758.4
2682,пн,37197303047.3
2683,вт,47646558800.6
2684,ср,33708261893.4
2685,чт,1575622423.8
2686,пт,51012095093.6
2687,сб,88823568384.3
2688,вс,11328769370.5
2689,пн,109054258513.8
2690,вт,2489877538.8
2691,ср,49818003865.6
2692,чт,49054051537.5
2693,пт,52510956800.9
2694,сб,97993749376.2
2695,вс,30604323259.9
2696,пн,38868724613.8
2697,вт,51581097330.3
2698,ср,71804990527.1
2699,чт,40611662088.1
2700,пт,108833319734.7
2701,сб,42184181572.8
2702,вс,37758780488.1
2703,пн,52096929310.1
2704,вт,47944055743.9
2705,ср,117172185593.0
2706,чт,16205844458.0
2707,пт,37354225169.6
2708,сб,37124978627.7
2709,вс,35540039162.0
2710,пн,104682494687.1
2711,вт,67084446267.9
2712,ср,62211081286.0
2713,чт,44014688706.9
2714,пт,51213385357.0
2715,сб,58016956853.3
2716,вс,52847941458.7
2717,пн,38460724521.6
2718,вт,8159667708.6
2719,ср,30096588263.7
2720,чт,39978699066.1
2721,пт,104529263559.9
2722,сб,105728924324.5
2723,вс,119118732231.6
2724,пн,2762463125.0
2725,вт,40951249094.0
2726,ср,105792217251.6
2727,чт,94164041935.1
2728,пт,71949816674.0
2729,сб,117003407880.8
2730,вс,58486850515.2
2731,пн,121829276415.3
2732,вт,68724335438.7
2733,ср,1522024186.4
2734,чт,44278414053.2
2735,пт,4863327440.5
2736,сб,96461689712.3
2737,вс,37531781173.1
2738,пн,93201319910.9
2739,вт,10140407506.8
2740,ср,97459186498.3
2741,чт,15586499465.7
2742,пт,119261354358.2
2743,сб,90841785329.0
2744,вс,51904434917.8
2745,пн,120886633909.4
2746,вт,58365743577.0
2747,ср,6872088547.9
2748,чт,74437572112.6
2749,пт,86551429804.4
2750,сб,23776028965.0
2751,вс,17347465585.3
2752,пн,96093086759.9
2753,вт,74164846459.2
2754,ср,63556006762.7
2755,чт,6955125737.1
2756,пт,53804924058.8
2757,сб,28347598727.1
2758,вс,40968209841.3
2759,пн,49039745836.2
2760,вт,123499207361.4
2761,ср,106384294384.8
2762,чт,3130953312.0
2763,пт,77494139032.8
2764,сб,20405317723.2
2765,вс,21879532145.5
2766,пн,123985842240.4
2767,вт,78953063431.5
2768,ср,124786799406.0
2769,чт,25315216688.8
2770,пт,28959270935.2
2771,сб,17124779502.8
2772,вс,104362262620.9
2773,пн,50663688245.5
2774,вт,90100419469.5
2775,ср,34907911901.1
2776,чт,84118944742.7
2777,пт,126197213770.5
2778,сб,90641994349.8
2779,вс,37217491806.7
2780,пн,67817044375.3
2781,вт,86791954897.9
2782,ср,125424515209.1
2783,чт,84226656012.2
2784,пт,83229244833.6
2785,сб,67679603841.9
2786,вс,50412466414.2
2787,пн,100117482108.6
2788,вт,16455122778.5
2789,ср,67307648248.1
2790,чт,60946723344.9
2791,пт,40707855928.1
2792,сб,52170192541.4
2793,вс,105751953376.1
2794,пн,97396357352.4
2795,вт,96296985038.5
2796,ср,57896746202.2
2797,чт,101145446076.3
2798,пт,107741226935.1
2799,сб,119528971041.4
2800,вс,84284886164.4
2801,пн,50568158641.2
2802,вт,20238188665.1
2803,ср,97227036470.2
2804,чт,117434735906.2
2805,пт,87369535410.3
2806,сб,51893134955.8
2807,вс,23744154956.9
2808,пн,3179376658.0
2809,вт,36517802898.5
2810,ср,18463473482.7
2811,чт,88998279418.3
2812,пт,94206645790.7
2813,сб,112301695196.3
2814,вс,108852676538.3
2815,пн,43812942544.4
2816,вт,56415497548.8
2817,ср,44060453284.1
2818,чт,95960655361.5
2819,пт,84745595186.0
2820,сб,87908768939.3
2821,вс,125726334616.8
2822,пн,114143255844.7
2823,вт,28799339657.4
2824,ср,84822282333.3
2825,чт,14342385951.5
2826,пт,18035880986.9
2827,сб,57896257755.4
2828,вс,39032737950.6
2829,пн,13269293629.5
2830,вт,5431161357.1
2831,ср,119893934960.8
2832,чт,95966794604.3
2833,пт,120572617234.4
2834,сб,25078042501.4
2835,вс,102465081357.7
2836,пн,22407967639.4
2837,вт,50993651327.5
2838,ср,104526877336.8
2839,чт,74304663622.7
2840,пт,60160596781.6
2841,сб,50957094508.1
2842,вс,82066888301.2
2843,пн,130790469530.4
2844,вт,62825473246.8
2845,ср,81620528032.3
2846,чт,103246706108.9
2847,пт,99165102101.3
2848,сб,64634144190.2
2849,вс,115865418069.2
2850,пн,13399766147.9
2851,вт,31596926436.4
2852,ср,126399777880.2
2853,чт,20872202883.8
2854,пт,23881106748.2
2855,сб,91349709588.9
2856,вс,19266013898.9
2857,пн,51450887185.5
2858,вт,43171712740.2
2859,ср,10887943762.7
2860,чт,80202372868.9
2861,пт,103310386214.3
2862,сб,101051695554.2
2863,вс,13298752451.3
2864,пн,40860733926.3
2865,вт,27851560546.9
2866,ср,130610280211.2
2867,чт,68250811576.0
2868,пт,100314795500.5
2869,сб,131075129499.7
2870,вс,119230324917.1
2871,пн,110891847589.8
2872,вт,16695906757.7
2873,ср,50894373803.0
2874,чт,43934755979.9
2875,пт,29532176396.7
2876,сб,75818141202.1
2877,вс,71303076655.1
2878,пн,129836269787.5
2879,вт,1894600790.8
2880,ср,85487400912.1
2881,чт,95877131793.0
2882,пт,25073630465.8
2883,сб,54680582255.9
2884,вс,23206591108.4
2885,пн,55893240395.6
2886,вт,86281659308.1
2887,ср,75822993699.7
2888,чт,21292477069.2
2889,пт,21071476287.2
2890,сб,106080172753.8
2891,вс,67319264132.6
2892,пн,71626144567.4
2893,вт,67195189592.2
2894,ср,29342814548.4
2895,чт,55806916829.0
2896,пт,28612753769.3
2897,сб,60061074878.9
2898,вс,96421475990.9
2899,пн,119657894931.8
2900,вт,6941577243.3
2901,ср,119676983027.9
2902,чт,34685012858.9
2903,пт,109327029888.6
2904,сб,27074929094.0
2905,вс,31163338904.3
2906,пн,60780442066.4
2907,вт,52338280421.4
2908,ср,121622985875.9
2909,чт,90476037681.6
2910,пт,109939501030.9
2911,сб,4200246511.0
2912,вс,82698227553.5
2913,пн,102185088943.5
2914,вт,46786771851.6
2915,ср,81590880150.2
2916,чт,94614049154.8
2917,пт,277177306.8
2918,сб,125099820652.7
2919,вс,14101010905.4
2920,пн,66763311872.7
2921,вт,127870112639.0
2922,ср,4670160817.1
2923,чт,100890193596.0
2924,пт,87687853781.1
2925,сб,5542126317.6
2926,вс,71155464490.3
2927,пн,109618090456.7
2928,вт,16588020436.4
2929,ср,86250843462.8
2930,чт,136357380988.0
2931,пт,131044659545.1
2932,сб,47054809193.9
2933,вс,97287090283.8
2934,пн,12172124558.1
2935,вт,25273274851.4
2936,ср,124258067418.3
2937,чт,68985235468.7
2938,пт,116084979279.4
2939,сб,91331810037.4
2940,вс,105576623979.7
2941,пн,128857812045.3
2942,вт,102353301309.1
2943,ср,133353414047.1
2944,чт,6812969604.9
2945,пт,51665569783.5
2946,сб,914611363.1
2947,вс,115717523012.6
2948,пн,92022373755.4
2949,вт,116579909389.7
2950,ср,116844911139.5
2951,чт,83136471080.2
2952,пт,56737355543.6
2953,сб,19814010888.3
2954,вс,124072186357.5
2955,пн,45335763431.6
2956,вт,50585536626.5
2957,ср,12599525766.6
2958,чт,83857838116.2
2959,пт,143723009619.3
2960,сб,6321017960.4
2961,вс,104959983410.1
2962,пн,74154904920.0
2963,вт,78965212914.4
2964,ср,101835785782.7
2965,чт,69413445536.9
2966,пт,65572157286.8
2967,сб,79448286449.3
2968,вс,9171835245.2
2969,пн,125432927391.2
2970,вт,35519674884.9
2971,ср,83943890540.4
2972,чт,129110580315.9
2973,пт,104914683049.3
2974,сб,126531829030.8
2975,вс,130118428930.2
2976,пн,28785030583.0
2977,вт,106059119171.1
2978,ср,30951801123.3
2979,чт,13477224420.8
2980,пт,31829685577.5
2981,сб,76451063560.9
2982,вс,64436135041.0
2983,пн,44507905532.0
2984,вт,119545753266.2
2985,ср,31474028329.6
2986,чт,92205067164.0
2987,пт,96851507253.7
2988,сб,41607287632.7
2989,вс,60089506031.1
2990,пн,84207807491.7
2991,вт,2437124029.4
2992,ср,56044009928.0
2993,чт,23203475033.1
2994,пт,36474764745.8
2995,сб,95355233722.4
2996,вс,92249437300.8
2997,пн,48668536029.5
2998,вт,10730811713.8
2999,ср,56568404488.3
3000,чт,67309045232.9
3001,пт,35587584871.9
3002,сб,132633219073.3
3003,вс,59614746582.9
3004,пн,54115321758.9
3005,вт,69109865886.3
3006,ср,86980353620.6
3007,чт,140285525441.7
3008,пт,123383878219.5
3009,сб,114283676848.8
3010,вс,91632811558.3
3011,пн,48603984388.2
3012,вт,32312972095.5
3013,ср,127793312263.0
3014,чт,133281424396.1
3015,пт,136111335057.0
3016,сб,143344626495.3
3017,вс,66109930023.0
3018,пн,21312855906.5
3019,вт,86512564555.8
3020,ср,149142609417.2
3021,чт,59959689421.7
3022,пт,9097899256.7
3023,сб,27566840805.2
3024,вс,73969239729.9
3025,пн,114540704220.0
3026,вт,148142923301.5
3027,ср,87876219089.2
3028,чт,119316284469.3
3029,пт,139333287688.7
3030,сб,34981837955.3
3031,вс,111845429079.0
3032,пн,133119202770.6
3033,вт,61701409266.2
3034,ср,114841932300.1
3035,чт,15524232894.9
3036,пт,89137113798.3
3037,сб,80399278190.7
3038,вс,120685079005.0
3039,пн,28814870663.7
3040,вт,149729157785.7
3041,ср,144384354400.1
3042,чт,96545837145.7
3043,пт,35012245202.8
3044,сб,51933966248.3
3045,вс,72234207030.8
3046,пн,7043063065.7
3047,вт,117739081568.8
3048,ср,2929170950.6
3049,чт,40712889364.9
3050,пт,107594810456.2
3051,сб,83784430761.6
3052,вс,144227124666.7
3053,пн,76322456364.2
3054,вт,65784152619.8
3055,ср,14234860757.0
3056,чт,41795374438.1
3057,пт,130247898794.0
3058,сб,79958375124.0
3059,вс,139413515675.2
3060,пн,64560019038.8
3061,вт,103111313640.4
3062,ср,152408645822.5
3063,чт,72303924953.5
3064,пт,129281283985.9
3065,сб,43356270844.5
3066,вс,64234333384.8
3067,пн,40753620620.2
3068,вт,68434960951.5
3069,ср,53948928029.9
3070,чт,83027134736.0
3071,пт,138152655088.5
3072,сб,156346053364.0
3073,вс,148404218517.0
3074,пн,137812333021.6
3075,вт,24571253784.2
3076,ср,81369711651.3
3077,чт,105766341026.6
3078,пт,92932057773.4
3079,сб,85997527123.7
3080,вс,145266120776.7
3081,пн,671456438.0
3082,вт,11216417409.9
3083,ср,18606532578.3
3084,чт,95557292294.6
3085,пт,8745660013.9
3086,сб,44062140029.5
3087,вс,48955203266.6
3088,пн,103136844174.5
3089,вт,27042877479.8
3090,ср,14513377025.3
3091,чт,64568396161.6
3092,пт,14761166611.4
3093,сб,49839239713.6
3094,вс,70261769158.7
3095,пн,101595012724.8
3096,вт,123435735158.3
3097,ср,98357075474.9
3098,чт,154128370028.7
3099,пт,34578811656.6
3100,сб,81913766430.5
3101,вс,62779414044.9
3102,пн,28789990859.1
3103,вт,12419249880.3
3104,ср,137995111751.8
3105,чт,73230409244.5
3106,пт,29819031457.5
3107,сб,129535766249.8
3108,вс,57279843051.7
3109,пн,27226477569.7
3110,вт,129587926667.3
3111,ср,35127011724.6
3112,чт,119966622897.5
3113,пт,39681177507.3
3114,сб,73494273316.4
3115,вс,156417159431.5
3116,пн,96177203256.9
3117,вт,78770425764.0
3118,ср,95996760837.0
3119,чт,52967983104.6
3120,пт,8664262602.9
3121,сб,99304007806.4
3122,вс,141281505198.5
3123,пн,82090436126.1
3124,вт,56381723917.8
3125,ср,125408733448.9
3126,чт,132574040267.0
3127,пт,130417602909.8
3128,сб,17832898616.2
3129,вс,112206482551.2
3130,пн,35371334808.3
3131,вт,152339869495.2
3132,ср,24770976656.6
3133,чт,12340415748.8
3134,пт,90146089766.6
3135,сб,53593544983.0
3136,вс,77626984665.0
3137,пн,140117694444.9
3138,вт,31511055974.5
3139,ср,44884920973.2
3140,чт,115532063748.6
3141,пт,111223530920.4
3142,сб,153899016210.9
3143,вс,75510048865.3
3144,пн,25276180347.6
3145,вт,90052043608.3
3146,ср,29956398425.5
3147,чт,70868251913.1
3148,пт,48501793770.6
3149,сб,72700848407.3
3150,вс,36296643427.1
3151,пн,51703938241.1
3152,вт,136956295021.8
3153,ср,54323055437.5
3154,чт,67327771796.0
3155,пт,153828188055.3
3156,сб,116009666246.4
3157,вс,71922274939.8
3158,пн,150427646623.9
3159,вт,21939548425.6
3160,ср,69986074089.0
3161,чт,142596464411.0
3162,пт,69450664601.6
3163,сб,19737922078.3
3164,вс,81907494469.0
3165,пн,70911578267.0
3166,вт,40144514169.8
3167,ср,12856151379.3
3168,чт,19428440251.9
3169,пт,114794769368.8
3170,сб,46840432805.3
3171,вс,68277194887.3
3172,пн,104789100858.2
3173,вт,77993233601.4
3174,ср,151254511784.9
3175,чт,44860788879.1
3176,пт,157933352300.8
3177,сб,19433738273.0
3178,вс,101637847168.6
3179,пн,36026632903.4
3180,вт,88836914761.2
3181,ср,86806089365.9
3182,чт,8752330236.7
3183,пт,73528103532.8
3184,сб,144630631218.2
3185,вс,76887098894.0
3186,пн,39457290651.9
3187,вт,115178328618.3
3188,ср,83529561159.5
3189,чт,114405885741.9
3190,пт,163928406239.6
3191,сб,117216874699.5
3192,вс,32752886044.6
3193,пн,84264583044.5
3194,вт,161948037992.5
3195,ср,19558138943.1
3196,чт,9541389759.3
3197,пт,97649304396.3
3198,сб,68411667114.2
3199,вс,46755506664.4
3200,пн,151267027400.6
3201,вт,46055756789.2
3202,ср,152545282303.3
3203,чт,112315703130.3
3204,пт,75111530838.7
3205,сб,102921131759.3
3206,вс,89338021202.3
3207,пн,737008263.1
3208,вт,163483528590.5
3209,ср,166037157526.0
3210,чт,2236713133.1
3211,пт,86402062006.5
3212,сб,126075645568.9
3213,вс,3435392843.0
3214,пн,15865745283.1
3215,вт,14717826436.8
3216,ср,28953536253.2
3217,чт,130384788918.1
3218,пт,20741497480.9
3219,сб,36445050649.2
3220,вс,133181614344.9
3221,пн,101726514841.3
3222,вт,128117771580.0
3223,ср,122410478798.8
3224,чт,117004894962.4
3225,пт,101448263556.9
3226,сб,95567106631.9
3227,вс,107164719147.8
3228,пн,13382856705.9
3229,вт,170008739285.9
3230,ср,134815180526.0
3231,чт,112423612298.6
3232,пт,20430841902.8
3233,сб,64513878734.6
3234,вс,117229502493.9
3235,пн,42964117480.4
3236,вт,43595818784.6
3237,ср,22627941451.5
3238,чт,108876165801.3
3239,пт,72099145471.2
3240,сб,156284780516.6
3241,вс,46859056217.6
3242,пн,49014797204.5
3243,вт,129243331573.7
3244,ср,109869490984.2
3245,чт,27937947605.1
3246,пт,107404773237.2
3247,сб,62309108088.6
3248,вс,111225612851.0
3249,пн,135849460393.4
3250,вт,107462009194.1
3251,ср,56079136527.1
3252,чт,86426967578.4
3253,пт,105834952559.2
3254,сб,158413928890.6
3255,вс,153110677879.5
3256,пн,70501146375.1
3257,вт,114341744906.6
3258,ср,78670979310.4
3259,чт,56054583152.9
3260,пт,68114128044.8
3261,сб,28985836169.4
3262,вс,124163620779.2
3263,пн,73607445948.6
3264,вт,157800115532.3
3265,ср,37222401433.2
3266,чт,110594139296.0
3267,пт,25724589196.6
3268,сб,94886746968.5
3269,вс,170418272090.8
3270,пн,8125862498.9
3271,вт,125478117532.8
3272,ср,99572062189.2
3273,чт,119227890113.7
3274,пт,131026268271.7
3275,сб,17385810240.7
3276,вс,43360702014.4
3277,пн,142052435528.6
3278,вт,70173851428.2
3279,ср,94010361413.0
3280,чт,113480913596.7
3281,пт,23504250332.1
3282,сб,151226936219.0
3283,вс,62354026450.2
3284,пн,131448213363.3
3285,вт,126747096725.2
3286,ср,125011046094.5
3287,чт,141872955966.6
3288,пт,77383426520.6
3289,сб,149840840011.6
3290,вс,27057697711.2
3291,пн,63860660131.1
3292,вт,104811072568.5
3293,ср,161725051308.6
3294,чт,31590629468.6
3295,пт,1740672973.5
3296,сб,129711943835.9
3297,вс,62626283346.5
3298,пн,61577009565.9
3299,вт,119713588549.6
3300,ср,57001765808.2
3301,чт,10885338116.9
3302,пт,2375463730.7
3303,сб,41422371080.2
3304,вс,173214337578.5
3305,пн,172339758930.5
3306,вт,145545899563.1
3307,ср,112236400296.4
3308,чт,40230073026.4
3309,пт,21073968530.0
3310,сб,145558434090.5
3311,вс,47137997580.1
3312,пн,144815227243.8
3313,вт,48767078674.5
3314,ср,100712689024.1
3315,чт,146424837298.1
3316,пт,59219933912.4
3317,сб,104860722451.9
3318,вс,21721719266.8
3319,пн,129521126426.5
3320,вт,87935875446.5
3321,ср,102869195588.5
3322,чт,145204351442.7
3323,пт,278624880.6
3324,сб,113327012909.7
3325,вс,74842145978.7
3326,пн,154778335344.1
3327,вт,10442936951.1
3328,ср,158911452066.1
3329,чт,117583147435.3
3330,пт,45681787964.3
3331,сб,67110662793.8
3332,вс,86953656244.5
3333,пн,119533929998.5
3334,вт,159917111353.9
3335,ср,41684281082.9
3336,чт,83633890645.9
3337,пт,180212444216.4
3338,сб,148372259553.8
3339,вс,97847660190.5
3340,пн,27431620359.3
3341,вт,40966592973.4
3342,ср,49776001931.5
3343,чт,159971570996.6
3344,пт,183852777470.7
3345,сб,159483171169.1
3346,вс,99441801346.1
3347,пн,178481892058.9
3348,вт,13295032145.0
3349,ср,143796597795.8
3350,чт,144838431286.7
3351,пт,160847519651.5
3352,сб,13818861553.5
3353,вс,70074453633.3
3354,пн,15607344874.0
3355,вт,134826758742.1
3356,ср,155359612088.3
3357,чт,92042541978.8
3358,пт,70985816187.6
3359,сб,162748750205.1
3360,вс,145583982474.4
3361,пн,102317894557.6
3362,вт,101409397757.8
3363,ср,81806123569.4
3364,чт,104272340444.4
3365,пт,62785970676.5
3366,сб,35759724514.8
3367,вс,9024667707.6
3368,пн,174918485835.3
3369,вт,131237430509.3
3370,ср,58021382871.0
3371,чт,87680656276.9
3372,пт,54129728721.8
3373,сб,10668537543.5
3374,вс,25450492439.8
3375,пн,15318355556.2
3376,вт,8127499770.0
3377,ср,63276042187.5
3378,чт,74591444548.1
3379,пт,4611710439.0
3380,сб,97453716915.4
3381,вс,48958046248.3
3382,пн,6728680346.2
3383,вт,126423411608.0
3384,ср,155781376868.3
3385,чт,90446972246.4
3386,пт,6684385783.7
3387,сб,180359575468.2
3388,вс,82981451430.5
3389,пн,166958678881.2
3390,вт,1181259655.7
3391,ср,52970808401.4
3392,чт,124435718815.5
3393,пт,2577844528.2
3394,сб,97212177481.2
3395,вс,11782320840.3
3396,пн,145331353836.3
3397,вт,148373710475.6
3398,ср,140331995053.6
3399,чт,85249299800.4
3400,пт,145184024293.8
3401,сб,101731387958.1
3402,вс,185778133117.7
3403,пн,36917930828.4
3404,вт,145446764847.1
3405,ср,97589977532.5
3406,чт,101325534296.8
3407,пт,22604944652.6
3408,сб,177021410100.1
3409,вс,64242980206.4
3410,пн,159587661534.3
3411,вт,98666877949.7
3412,ср,140299897601.9
3413,чт,151528354372.9
3414,пт,111064202393.4
3415,сб,72927597517.6
3416,вс,14312470875.0
3417,пн,5936067101.3
3418,вт,187173184597.0
3419,ср,177097293090.8
3420,чт,28702871018.2
3421,пт,182588772090.4
3422,сб,32280753437.6
3423,вс,123463843780.8
3424,пн,171445933732.6
3425,вт,143645317140.8
3426,ср,149770633773.0
3427,чт,105415011759.2
3428,пт,66349942001.7
3429,сб,98836072236.7
3430,вс,95564897498.6
3431,пн,38970102491.1
3432,вт,160713648385.0
3433,ср,106718010269.8
3434,чт,178789336562.0
3435,пт,13618305645.7
3436,сб,147067034388.2
3437,вс,132406363577.5
3438,пн,193177251331.0
3439,вт,43011234532.7
3440,ср,174512405111.2
3441,чт,6422956310.2
3442,пт,54964664231.6
3443,сб,44583836050.1
3444,вс,42697615125.8
3445,пн,93589629821.7
3446,вт,72751736719.6
3447,ср,185852542317.8
3448,чт,109041146650.1
3449,пт,56278862763.8
3450,сб,100205398517.4
3451,вс,24852615004.5
3452,пн,127526021842.6
3453,вт,116089497928.1
3454,ср,45745012081.7
3455,чт,77854371525.7
3456,пт,187630281951.9
3457,сб,28625180062.0
3458,вс,135079003827.9
3459,пн,90172283300.7
3460,вт,89851084522.1
3461,ср,113040736758.9
3462,чт,171990039621.6
3463,пт,66417743839.6
3464,сб,108261849864.7
3465,вс,95504450767.3
3466,пн,38098685904.9
3467,вт,192194007701.3
3468,ср,93326951720.7
3469,чт,170445621782.5
3470,пт,123903417858.7
3471,сб,168942742469.1
3472,вс,46214656312.0
3473,пн,49859971243.6
3474,вт,89947377076.2
3475,ср,22357025930.3
3476,чт,131980003186.5
3477,пт,153804166115.5
3478,сб,167657299067.1
