Ряд скользящих средних,Разница между исходным рядом и рядом скользящих средних,Сезонный фактор
176381682534.6000,32539626099.70000,7530996327.72118
193257044180.3860,-72342995700.88570,-808374796.88421
158949987620.5430,-2683764234.54288,-1831962160.25664
160305826623.3140,-15401148073.51430,1197964330.26429
148189139738.1860,103398918751.81400,1335828382.99124
140302693976.6290,-116815396771.82900,-8835465962.70805
147710204707.7710,68348966911.02860,1411013878.87219
132595646790.5570,-8491146352.15715,7530996327.72118
132659278392.4290,-66950350243.82860,-808374796.88421
156225721746.4290,51893076757.57140,-1831962160.25664
155864875039.7710,-116762101910.47100,1197964330.26429
159373854208.8430,92659625494.25720,1335828382.99124
161885701261.8430,26566699420.95720,-8835465962.70805
148543719907.0140,64989524765.18570,1411013878.87219
167345640154.1000,-18678285532.20000,7530996327.72118
161570200905.5860,-78278343385.98570,-808374796.88421
135368496488.6710,-20643567468.47140,-1831962160.25664
135966308522.9710,34749906335.92860,1197964330.26429
143022641309.1570,68582763654.34290,1335828382.99124
134746477828.2570,-129706008063.85700,-8835465962.70805
153149624007.9570,64568304904.34280,1411013878.87219
143079704120.9710,54981980004.22860,7530996327.72118
129843573934.0140,-104484860780.71400,-808374796.88421
134528631758.3570,109018320519.74300,-1831962160.25664
122785451232.1710,-22558675582.17140,1197964330.26429
111841232943.3140,7111260711.48572,1335828382.99124
144875776831.1430,-107039902296.34300,-8835465962.70805
135378588381.6430,137076847.35715,1411013878.87219
128105355754.2570,-6653199651.05716,7530996327.72118
132247926101.8430,124352594266.25700,-808374796.88421
150660194143.3000,26406438988.30000,-1831962160.25664
132284881009.5000,-82970733751.20000,1197964330.26429
139983005607.9140,7967480479.98572,1335828382.99124
136523532219.5860,30198218605.41430,-8835465962.70805
145543864808.8860,-138655391516.48600,1411013878.87219
156391382979.5000,18947645312.60000,7530996327.72118
138398846841.5290,93985359808.27140,-808374796.88421
146382001910.9140,93826959345.78570,-1831962160.25664
150982683874.9710,-25735909422.37140,1197964330.26429
152811036846.7140,-130808303724.61400,1335828382.99124
133240650662.6290,89363185648.07140,-8835465962.70805
113116495427.3710,-74023248386.57140,1411013878.87219
130314085881.7290,57823413212.57140,7530996327.72118
164053580988.3570,-68662077627.15720,-808374796.88421
169149141324.8710,-69809266714.97140,-1831962160.25664
196091524679.0000,49538382954.10000,1197964330.26429
191614963812.5570,66564235055.94290,1335828382.99124
183160934087.9710,75111824578.32860,-8835465962.70805
189423681253.1710,38266249266.52860,1411013878.87219
173066708644.5570,-16265135615.35710,7530996327.72118
171482268289.8860,-135268973000.78600,-808374796.88421
157036877754.4430,-13857772988.14290,-1831962160.25664
142457184303.6430,-11326084930.84280,1197964330.26429
122335314700.6570,124752801685.14300,1335828382.99124
136505570454.2290,20649454463.97150,-8835465962.70805
119918241692.7860,5713834671.31429,1411013878.87219
129877764006.9570,-113929278198.65700,7530996327.72118
111145045464.8430,24260040099.25710,-808374796.88421
114126229955.2570,-87058426519.05710,-1831962160.25664
132249065063.4430,68598690508.55710,1197964330.26429
141197748099.5290,-25238661508.52860,1335828382.99124
146496786705.5290,31526529645.57140,-8835465962.70805
163400524724.6000,89091397396.80000,1411013878.87219
148646570086.3860,-70057303025.48570,7530996327.72118
143732117550.2570,28766238255.84290,-808374796.88421
121108458472.6570,24285511097.04290,-1831962160.25664
93029401418.8572,4540671685.64284,1197964330.26429
101707340075.1140,-20149421237.01430,1335828382.99124
106289666332.2140,-86631963524.31430,-8835465962.70805
87374648200.4143,-31436125455.61430,1411013878.87219
75466405142.1143,63868432512.58570,7530996327.72118
80406992256.5286,124167647349.27100,-808374796.88421
101961281916.3710,-88972439269.27140,-1831962160.25664
122023280405.7710,-107810908709.37100,1197964330.26429
120703316981.3000,-4561288342.30000,1335828382.99124
96086944300.1714,74450786126.62860,-8835465962.70805
122590027005.0140,73782485165.58570,1411013878.87219
154844044976.1000,-24748951292.70000,7530996327.72118
151059726429.7000,-118799695591.80000,-808374796.88421
135006119954.6860,63504301626.31430,-1831962160.25664
145245125592.2860,94745371901.71430,1197964330.26429
158884540249.7710,-69232741435.57140,1335828382.99124
179071512129.2000,-120909027027.50000,-8835465962.70805
151569227578.1140,116476324055.68600,1411013878.87219
121731476952.3710,103839519333.42900,7530996327.72118
130847865886.9000,42720968107.00000,-808374796.88421
135685025692.8140,-129690595969.41400,-1831962160.25664
104448491396.3140,-73322248282.51430,1197964330.26429
92056028732.4714,61410492623.42860,1335828382.99124
96768533390.9286,-4745929647.82855,-8835465962.70805
108838043934.6000,-59448232376.30000,1411013878.87219
115387129810.3430,23436627828.55710,7530996327.72118
121316381212.1140,85239985390.98570,-808374796.88421
117416378524.9290,-26935374995.82860,-1831962160.25664
141973169198.5570,-65003324954.55710,1197964330.26429
158770778628.1860,36200502540.11430,1335828382.99124
159801280542.7290,-95078695609.92850,-8835465962.70805
156211041592.6710,65076304681.02860,1411013878.87219
152019851317.7290,104387172328.57100,7530996327.72118
153124893501.4140,60644986503.48570,-808374796.88421
157304609517.9290,-91955278639.22860,-1831962160.25664
163047736038.7000,-115416223719.30000,1197964330.26429
139976071941.5140,62730504512.58570,1335828382.99124
126748828308.9860,-32768231260.58570,-8835465962.70805
127311563766.8570,134177668152.24300,1411013878.87219
137720291318.5860,-42814916352.58570,7530996327.72118
138504822159.6430,-17325647582.44290,-808374796.88421
131136453839.6570,-61847974755.85710,-1831962160.25664
125720440480.9860,-5227835299.48572,1197964330.26429
134968998637.3860,73229293704.11430,1335828382.99124
122226659345.9710,-79824640537.47140,-8835465962.70805
129612989922.6290,93964148485.77140,1411013878.87219
119355461917.5000,40289820143.30000,7530996327.72118
118183347444.5430,-86200547907.24280,-808374796.88421
142904538518.1570,-21911745397.75710,-1831962160.25664
144650182939.8000,-95960273794.20000,1197964330.26429
133706229114.3290,66287261916.47140,1335828382.99124
168512759286.1000,46937597037.70000,-8835465962.70805
156014706022.1290,79781943337.77140,1411013878.87219
171341222504.1140,-88303617221.61430,7530996327.72118
159515473839.6000,116113036900.10000,-808374796.88421
155448037263.3430,-121941616990.74300,-1831962160.25664
139786717830.4570,16188806689.04290,1197964330.26429
134592810008.8430,-17379559629.64290,1335828382.99124
123250315515.3000,63727984774.70000,-8835465962.70805
135451226492.7430,-9283813163.04285,1411013878.87219
151391518803.0860,-104711268271.88600,7530996327.72118
139689014009.1140,56542035275.78570,-808374796.88421
149146565198.6000,-30233768083.90000,-1831962160.25664
161360506235.1860,106197064456.71400,1197964330.26429
183802632055.1860,-148506915233.78600,1335828382.99124
188103737219.9000,65077421396.50000,-8835465962.70805
190770157806.6000,20894842779.20000,1411013878.87219
153126488185.3570,50648643085.84290,7530996327.72118
170647051304.7860,55691734133.11430,-808374796.88421
168408759031.3570,-30831017809.75710,-1831962160.25664
147095304340.7710,-143043420997.57100,1197964330.26429
157242841138.6290,696817518.77142,1335828382.99124
152250810048.1000,85262302654.30000,-8835465962.70805
162334219887.1710,-99863402135.47150,1411013878.87219
184411782185.8710,90396106670.32860,7530996327.72118
194772384023.1290,-3377816218.92856,-808374796.88421
168255990339.3710,39905619755.72860,-1831962160.25664
183418773900.4430,-24823954466.34290,1197964330.26429
185870271257.4710,44593600260.72850,1335828382.99124
200324861619.3140,-148426504703.21400,-8835465962.70805
194877575234.6570,-26267272555.45720,1411013878.87219
209805262256.1860,82163108099.21430,7530996327.72118
193962681530.7430,98614018806.35710,-808374796.88421
198321801057.6000,-28291195655.10000,-1831962160.25664
176183770180.6860,86904858404.11420,1197964330.26429
163045971340.7570,-43480164900.65710,1335828382.99124
141656571378.6860,-59244377774.58570,-8835465962.70805
148194606175.4140,-134550519634.61400,1411013878.87219
135650584607.6570,64353193868.24290,7530996327.72118
159140591729.9000,-16289691127.30000,-808374796.88421
166658924714.8860,49137924264.71430,-1831962160.25664
183476591470.5860,-8196113860.08569,1197964330.26429
192356497320.4860,91639358975.31430,1335828382.99124
177117040601.5710,-42076516102.57140,-8835465962.70805
171826753584.6430,-40458999753.94290,1411013878.87219
176927731870.4430,85235387554.75720,7530996327.72118
166640261337.3860,-130465557767.18600,-808374796.88421
147558793300.5570,31206046560.54280,-1831962160.25664
163530998832.0290,47456326779.07140,1197964330.26429
140710066543.6000,71273496020.80000,1335828382.99124
154927045786.7710,-153456797545.57100,-8835465962.70805
139045982488.5860,104127210062.41400,1411013878.87219
127767061252.0710,-25350467845.87140,7530996327.72118
138112729641.6430,-2419171369.24289,-808374796.88421
154672981827.2000,-87075585053.40000,-1831962160.25664
151560222597.5570,-19525345642.05720,1197964330.26429
158778310933.4860,125624930357.91400,1335828382.99124
172897882533.4000,-55505868993.30000,-8835465962.70805
170111944350.4430,51271933593.05710,1411013878.87219
176783408153.3430,-23840196395.64280,7530996327.72118
170371275784.0000,64159283687.80000,-808374796.88421
157250520529.2140,-109154691036.11400,-1831962160.25664
166768760422.3140,11966363153.48570,1197964330.26429
167419605843.6710,72098708862.32860,1335828382.99124
143395607376.9710,-117848880620.37100,-8835465962.70805
145036203780.3570,142975353414.84300,1411013878.87219
160009290253.7290,-2510160546.52856,7530996327.72118
161100105235.8140,-94737535030.91430,-808374796.88421
175621002236.0290,-116040997919.22900,-1831962160.25664
170016225585.0860,113530503304.31400,1197964330.26429
165561301695.0710,81592717885.52860,1335828382.99124
177479669593.8430,-50286663835.74280,-8835465962.70805
208665635668.9710,40112484969.62860,1411013878.87219
191028361202.7430,-64713698725.64290,7530996327.72118
187828656971.0430,-38037511474.74290,-808374796.88421
176698883310.3000,101182883532.40000,-1831962160.25664
158926239756.0290,1159567869.77139,1197964330.26429
140975741221.9710,83780348736.72860,1335828382.99124
149149063924.1290,-99864473791.22860,-8835465962.70805
140856395097.1430,-16486779338.44290,1411013878.87219
133216326609.4140,-132555153870.71400,7530996327.72118
122550598917.6860,84453805493.71430,-808374796.88421
139347677857.0430,80485407196.75710,-1831962160.25664
128338994822.6140,-21733666610.91430,1197964330.26429
170029816407.4000,-19933820290.80000,1335828382.99124
180087343116.7710,-13223200408.37140,-8835465962.70805
158867560822.1000,-111558726304.40000,1411013878.87219
168133983180.6710,124362940651.52900,7530996327.72118
159302672746.5860,118104418630.41400,-808374796.88421
163021316920.1710,-91726707929.07140,-1831962160.25664
187892721486.7430,-16422436765.04280,1197964330.26429
155358188452.4430,-67081365374.44280,1335828382.99124
150940985387.4000,41953666536.10000,-8835465962.70805
154482776465.1860,66925890018.51430,1411013878.87219
149041023123.8000,-84285830531.70000,7530996327.72118
162875756517.0290,83610913404.67140,-808374796.88421
135531125835.0140,-39443979299.41430,-1831962160.25664
122007721431.3570,11370289900.64290,1197964330.26429
146209857177.6290,38910099652.97140,1335828382.99124
135527275883.2000,-134045038733.80000,-8835465962.70805
124159000907.2710,2585834750.82857,1411013878.87219
128382184295.4710,105787958520.52900,7530996327.72118
144632472179.0860,27076128681.61430,-808374796.88421
145206450863.9000,-128697229159.80000,-1831962160.25664
149711193889.1430,13229101160.25710,1197964330.26429
142029257241.5140,156842714774.38600,1335828382.99124
140771582535.9710,-135271494592.87100,-8835465962.70805
169766463393.3570,-11488426558.55720,1411013878.87219
176799062264.4860,3597524018.11426,7530996327.72118
158328046345.2430,4576831576.65714,-808374796.88421
188030370687.3710,31443017018.42860,-1831962160.25664
203232574770.8140,8935912376.48572,1197964330.26429
199702817645.6860,-30127957064.48570,1335828382.99124
194657231487.6710,18759126850.32860,-8835465962.70805
186166416661.6140,78527048757.28570,1411013878.87219
170038659185.4570,-14350372778.75720,7530996327.72118
157554287337.8710,-29968512522.07140,-808374796.88421
163974336441.5000,-3936652518.09998,-1831962160.25664
165295174556.3860,-66020989742.18570,1197964330.26429
174968209591.5000,-92783951943.40000,1335828382.99124
197552762080.4140,60803939982.98570,-8835465962.70805
215231243501.5000,58708088721.60000,1411013878.87219
205574565180.1710,17824966472.32860,7530996327.72118
208164774286.7290,77512867951.47150,-808374796.88421
202965708873.9570,80821344997.04280,-1831962160.25664
192196843779.4430,-160519407214.54300,1197964330.26429
163132421444.7000,-62816700050.70000,1335828382.99124
122828649820.6570,99134594353.34280,-8835465962.70805
123661480392.1000,74895796169.40000,1411013878.87219
128772209137.8000,-108823633828.50000,7530996327.72118
120791848317.8140,-117240607447.91400,-808374796.88421
95728375466.1714,193888492404.92900,-1831962160.25664
67546492619.5286,-93954834.72856,1197964330.26429
103009689943.2290,-58556494289.12860,1335828382.99124
130303707547.9430,-83784773335.44290,-8835465962.70805
89998516088.2000,-88714419453.20000,1411013878.87219
89592970785.0143,178597985790.18600,7530996327.72118
119682547884.1570,74926816218.74290,-808374796.88421
145135239833.1430,-137654712180.24300,-1831962160.25664
150673733147.2290,-86060012484.72860,1197964330.26429
147526120370.9140,107554114977.18600,1335828382.99124
154020804951.6860,70666972903.71430,-8835465962.70805
170554355343.0290,-130500805509.42900,1411013878.87219
198462644407.5140,47695022733.48570,7530996327.72118
195272701785.3860,44799454382.91430,-808374796.88421
184990794573.0290,-61775414180.72860,-1831962160.25664
197790951765.4290,62180792348.47150,1197964330.26429
179245690268.3430,53504946724.85720,1335828382.99124
145857690089.2570,6856737279.64285,-8835465962.70805
136238402831.3140,-6583752650.91429,1411013878.87219
126401872437.5710,-10061035776.17140,7530996327.72118
93234561017.0714,-86878406102.37140,-808374796.88421
93838101607.8143,-37957732021.11430,-1831962160.25664
87088849305.5571,104027182052.14300,1197964330.26429
72208830049.5857,-71629372999.88570,1335828382.99124
107513838103.1430,49425373400.95720,-8835465962.70805
111793398051.3860,-29383513986.78570,1411013878.87219
105215178039.9430,-93034476170.34280,7530996327.72118
114719656052.3860,138771555237.21400,-808374796.88421
113267553434.7430,-27430264210.34290,-1831962160.25664
121941519623.7140,23126971653.88570,1197964330.26429
152480766065.2140,-85369962928.41430,1335828382.99124
142941767115.1860,3832726065.41428,-8835465962.70805
163200330723.8000,-20072683336.40000,1411013878.87219
162749931586.2710,63205495373.82860,7530996327.72118
178431429181.1710,8286789458.22858,-808374796.88421
175526936948.0710,52120297536.62860,-1831962160.25664
193483425652.4710,-51567728337.57140,1197964330.26429
176680313982.5570,200972318.54288,1335828382.99124
192253733746.6000,-65810686197.70000,-8835465962.70805
174242904628.4290,94580163689.77150,1411013878.87219
162718171120.5570,-54384525849.85710,7530996327.72118
180729992224.7430,115002164762.95700,-808374796.88421
200615939480.7000,-99044508823.20000,-1831962160.25664
190060156624.2570,-128817593864.45700,1197964330.26429
195824954762.9710,107139079267.42900,1335828382.99124
170063059261.6430,95581619078.95720,-8835465962.70805
189081431105.1140,5851157217.98572,1411013878.87219
188372629730.0140,-39685397488.31430,7530996327.72118
175589678065.3570,-60190789586.95720,-808374796.88421
162312554384.6860,72387479177.11430,-1831962160.25664
170605493501.8860,-114324540367.78600,1197964330.26429
170485975429.5000,42997396948.30000,1335828382.99124
188106060756.9140,-15401248181.01430,-8835465962.70805
155806813271.1710,97176348872.32860,1411013878.87219
174460907656.1430,-26610301921.14290,7530996327.72118
167484062019.5140,71255423750.78570,-808374796.88421
181827655902.7710,-173222354741.17100,-1831962160.25664
177897657971.8430,8961955857.05716,1197964330.26429
176844552205.8570,-12199099284.45720,1335828382.99124
172956129939.9860,100153839818.71400,-8835465962.70805
210254458269.4290,15218718357.57140,1411013878.87219
222162344346.1000,-81683478973.00000,7530996327.72118
210432194116.2290,1088335792.97144,-808374796.88421
189078287594.6290,80615311873.07140,-1831962160.25664
190522997067.3290,79691819298.27140,1197964330.26429
176640576033.8000,-94106174721.50000,1335828382.99124
165691426364.7860,-42058802257.28570,-8835465962.70805
147023426034.3290,88562716901.57140,1411013878.87219
134537702010.5710,-91235783872.17140,7530996327.72118
145473771507.0140,-10597289280.91430,-808374796.88421
143924559689.8140,-4906962535.31427,-1831962160.25664
119519732443.4570,63295015755.84280,1197964330.26429
154772753589.2570,4314134198.14285,1335828382.99124
178801123374.0000,-66012981986.90000,-8835465962.70805
200475840934.6570,-135723488723.25700,1411013878.87219
184709406334.3860,105363659824.61400,7530996327.72118
174669854668.7430,128405216050.55700,-808374796.88421
177867702194.7000,112872917884.40000,-1831962160.25664
212535293839.5860,-140085587842.18600,1197964330.26429
189928466488.3140,-101118440360.41400,1335828382.99124
160518372196.4000,-25345298127.60000,-8835465962.70805
154421126966.0430,153004366759.55700,1411013878.87219
178185394152.6140,-46360119452.51430,7530996327.72118
172433829274.0710,-75229418598.17140,-808374796.88421
178257368065.1000,69802535401.50000,-1831962160.25664
174602539252.2000,64197037051.20000,1197964330.26429
195269657692.7290,-146720585714.62900,1335828382.99124
186713496074.9000,-10775650468.90000,-8835465962.70805
153528591676.8570,128313100358.44300,1411013878.87219
141280373658.8570,135214730124.94300,7530996327.72118
146061338249.7430,-108750058898.64300,-808374796.88421
134072137160.3000,-118306564480.00000,-1831962160.25664
102148067623.2710,50913982554.12860,1197964330.26429
63499090948.9429,18516733165.35710,1335828382.99124
96492586433.6143,-4479148453.71429,-8835465962.70805
95490969868.4000,-37117764592.30000,1411013878.87219
86856514532.8571,-80904247469.35710,7530996327.72118
84952661931.1429,183313085812.65700,-808374796.88421
97572778539.8714,-88818521816.07140,-1831962160.25664
129007426570.5000,-36386563741.90000,1197964330.26429
131710615654.1000,-63021759751.80000,1335828382.99124
106413561227.0570,73940693013.94290,-8835465962.70805
139469237274.5430,138946504215.95700,1411013878.87219
132625149967.0290,-107750559318.32900,7530996327.72118
139236906035.0000,-48050539280.50000,-808374796.88421
153013577658.8430,87130411397.35710,-1831962160.25664
144754436810.6570,-100042185134.65700,1197964330.26429
148727165727.0140,-33756017348.91430,1335828382.99124
165597314607.1140,111193641000.78600,-8835465962.70805
174930800884.5570,45670954668.64290,1411013878.87219
209245605566.4000,-156561912503.20000,7530996327.72118
220033901526.1430,-10756492610.94290,-808374796.88421
220811433925.6860,84666959072.61430,-1831962160.25664
199481794282.2860,85434090166.61430,1197964330.26429
201406413799.3140,-10917193703.01430,1335828382.99124
195549342619.0860,86684339785.61430,-8835465962.70805
178287197996.6860,-106992919947.28600,1411013878.87219
163361539901.7000,-97205510219.30000,7530996327.72118
176051019587.3570,-7773108933.75714,-808374796.88421
138608612744.6570,46034767896.84280,-1831962160.25664
145403467341.9860,35032810442.01430,1197964330.26429
166810804872.5140,112504773023.38600,1335828382.99124
174300273410.4860,-154163438904.68600,-8835465962.70805
180122591798.6430,-61264331567.94290,1411013878.87219
154622489564.2570,61384902831.84290,7530996327.72118
135196161140.1140,85508029279.28570,-808374796.88421
145439077894.5000,79960531464.10000,-1831962160.25664
137205314301.5860,-135269752158.28600,1197964330.26429
129710026559.5430,13621252367.35710,1335828382.99124
121273725986.1290,-29436474199.62860,-8835465962.70805
98577873547.0429,-37355958466.74290,1411013878.87219
142391262695.2290,21149115506.57140,7530996327.72118
165423673963.2430,-3773587557.74286,-808374796.88421
194024022960.8140,-127495380675.81400,-1831962160.25664
189657378305.7140,118971907874.88600,1197964330.26429
188616560863.2570,115941596939.74300,1335828382.99124
171362542475.8290,120677152293.67100,-8835465962.70805
201377938983.0430,-170722536488.44300,1411013878.87219
195198323686.1000,-38943667581.50000,7530996327.72118
183935082745.0860,-143063125051.58600,-808374796.88421
163255021886.6710,113381395948.82900,-1831962160.25664
172187310643.1710,93184668458.82860,1197964330.26429
154763660282.0290,70951810933.87140,1335828382.99124
151747808903.6570,-4468540143.05713,-8835465962.70805
117353604967.9430,-24172181177.84280,1411013878.87219
87007699573.3000,-52718595996.70000,7530996327.72118
64785001050.2143,-45024003005.31430,-808374796.88421
84976983299.9000,-49099993014.40000,-1831962160.25664
110185856886.3860,-57235215546.88570,1197964330.26429
128243359503.8140,-58086777949.51430,1335828382.99124
167503171637.9710,121119972870.42900,-8835465962.70805
190732914054.4860,78910624841.01430,1411013878.87219
214540749803.7710,-53849127905.17140,7530996327.72118
221014630989.4860,73565051994.51430,-808374796.88421
214725378978.6140,-16240191777.51430,-1831962160.25664
187326836342.7290,32278655241.77140,1197964330.26429
175277303399.8000,-59803553545.50000,1335828382.99124
139469031026.8570,105129349405.44300,-8835465962.70805
123659353854.5570,-45805613410.25710,1411013878.87219
114411655019.7430,-38066763721.64280,7530996327.72118
131614222128.1860,-87692445754.78570,-808374796.88421
141357280301.7860,-53539833306.78570,-1831962160.25664
158836088032.6860,-3964488291.88574,1197964330.26429
166214270748.2860,69677448865.11430,1335828382.99124
179813929645.3430,132985858002.15700,-8835465962.70805
208097345574.8860,-7891951014.28571,1411013878.87219
191672253936.4290,-63680083629.12860,7530996327.72118
160797632921.1000,-21678244268.30000,-808374796.88421
134840740497.4290,150960618004.37100,-1831962160.25664
119623994139.4430,-79728035867.84280,1197964330.26429
111724346649.3860,-91954974143.28570,1335828382.99124
110901410234.2430,20200130447.55720,-8835465962.70805
90366600646.6714,3321569408.02858,1411013878.87219
120452637646.0710,-47757999769.17140,7530996327.72118
135818955990.8140,-2460122244.01430,-808374796.88421
142869923638.8430,-812232250.04288,-1831962160.25664
136775595371.9570,113722621895.44300,1197964330.26429
134676506660.7860,-7342905741.48572,1335828382.99124
131552721493.3000,48905592724.70000,-8835465962.70805
115271328766.8000,-64243456580.30000,1411013878.87219
105447642517.2000,-47446625618.50000,7530996327.72118
98108191929.2571,13384145645.14290,-808374796.88421
116115076176.0290,-88027133872.72860,-1831962160.25664
127100911458.2000,54631502062.00000,1197964330.26429
144166493178.9430,-68209046375.24280,1335828382.99124
171123841757.1710,135382662188.22900,-8835465962.70805
201468512645.0860,-73539793483.38570,1411013878.87219
178532608261.4710,-1072519317.57144,7530996327.72118
199496375753.2860,100697401868.71400,-808374796.88421
185160103918.1860,55340534600.51430,-1831962160.25664
200155023563.8430,-178973940728.94300,1197964330.26429
217728916198.4430,4974903047.95712,1335828382.99124
220033291040.6290,-13880689940.92860,-8835465962.70805
187101868245.4290,45791288435.87140,1411013878.87219
200525423566.6000,99951913819.50000,7530996327.72118
200592883120.5860,115731518396.71400,-808374796.88421
202688907612.4290,-192708228660.12900,-1831962160.25664
210349821262.2570,-95203851179.15710,1197964330.26429
191814944818.0000,31361091306.30000,1335828382.99124
186268734722.6290,34556037819.97140,-8835465962.70805
193700983632.0860,92818568598.01430,1411013878.87219
192988506082.7290,-22255303806.42860,7530996327.72118
190132192674.3710,87368738175.32860,-808374796.88421
193045281817.8710,-131038860499.37100,-1831962160.25664
154104125594.1290,-43945498356.52860,1197964330.26429
168008937646.3860,35172904619.41420,1335828382.99124
151204279841.3000,90012116705.80000,-8835465962.70805
173322328412.4290,-159390869748.52900,1411013878.87219
182784064258.5710,85282822383.52860,7530996327.72118
167484629140.7140,-7616302926.61429,-808374796.88421
144656250542.3710,72176510774.02860,-1831962160.25664
159415855886.5000,16974922274.10000,1197964330.26429
147752454057.8570,-51666657617.05710,1335828382.99124
139284253148.4860,-57866506789.78570,-8835465962.70805
127787240866.7570,-10538544793.95720,1411013878.87219
135746741137.3860,50676332704.21430,7530996327.72118
131702567971.1860,-31111648122.68570,-808374796.88421
163898484415.7000,-27544809071.40000,-1831962160.25664
180680275749.9860,51427004305.01430,1197964330.26429
154705457037.7860,-86928872760.38570,1335828382.99124
145601183648.8710,161187977821.42900,-8835465962.70805
150355411597.9710,84365823814.82860,1411013878.87219
122294466353.2290,-117695123497.02900,7530996327.72118
116649713025.7710,-79788706899.67140,-808374796.88421
107282664660.6710,62350606327.32860,-1831962160.25664
93094151401.9857,-57413488060.18570,1197964330.26429
114499667151.6000,-86236356166.40000,1335828382.99124
143239216046.8710,97980606867.72860,-8835465962.70805
128240143389.0710,7161499212.92857,1411013878.87219
129053748457.3860,25384204646.11430,7530996327.72118
130414550968.9570,107623297424.04300,-808374796.88421
98815976529.6429,-34176214146.24290,-1831962160.25664
107421675209.3290,-66045776389.32860,1197964330.26429
107727911832.0710,-69938983265.87140,1335828382.99124
75261310560.2000,-55231508720.80000,-8835465962.70805
96285414907.0286,99356118452.77140,1411013878.87219
129450622006.0570,27130987456.64290,7530996327.72118
124437095083.7000,-113665455593.80000,-808374796.88421
138392278171.2860,73416214639.91430,-1831962160.25664
141671021238.4710,131861327274.72900,1197964330.26429
163050453436.1860,-160356213326.48600,1335828382.99124
193481388086.0140,-75765304633.51430,-8835465962.70805
182269046589.6140,36323688240.48570,1411013878.87219
159819439462.4430,146418195384.25700,7530996327.72118
184361693356.7860,39426488681.91430,-808374796.88421
168208342778.6570,-34886240442.25720,-1831962160.25664
180244553974.0430,-63859455351.04290,1197964330.26429
168150581571.4000,6339435798.70004,1335828382.99124
155684508945.4430,-151041879539.84300,-8835465962.70805
148753424648.5710,154092788549.22900,1411013878.87219
175950871288.9860,45628956739.21430,7530996327.72118
194772397521.0000,-58246723864.00000,-808374796.88421
234437169685.6290,-149632657427.32900,-1831962160.25664
198157110051.5860,108610115054.31400,1197964330.26429
211566755080.8860,94673945913.31430,1335828382.99124
229646579802.5860,52649454755.41430,-8835465962.70805
222152287026.0140,-173266491266.51400,1411013878.87219
213016739447.3140,102430603785.98600,7530996327.72118
179438274736.1430,83646171972.75710,-808374796.88421
180525512713.8000,-148181049891.50000,-1831962160.25664
209625971585.6570,33192420469.34280,1197964330.26429
190741408218.0140,-119549960202.01400,1335828382.99124
154412792697.5140,135493907704.08600,-8835465962.70805
176407377648.9710,76181630213.52860,1411013878.87219
165241480339.7710,18013919320.02860,7530996327.72118
164552904635.9290,-155768766570.52900,-808374796.88421
160762578322.5570,25543979159.94290,-1831962160.25664
141331072382.3710,23326038508.22860,1197964330.26429
142772665659.2140,-76401247570.11430,1335828382.99124
148898289204.4000,114476127003.60000,-8835465962.70805
156526444679.6430,-39957978398.44290,1411013878.87219
140843738596.1710,52502814001.52860,7530996327.72118
132261239916.2710,-80597737034.57150,-808374796.88421
96332926793.7000,143370719015.50000,-1831962160.25664
106703331097.1140,-51825162790.81430,1197964330.26429
81791451225.6857,-75497523895.88570,1335828382.99124
97707747120.8286,-85831522770.82860,-8835465962.70805
65343079528.3143,123818216876.78600,1411013878.87219
86220584246.0571,-67257190748.35710,7530996327.72118
121438493239.0860,41639080908.61430,-808374796.88421
149102048111.8000,-135951075450.20000,-1831962160.25664
123523256002.6290,77497445327.87140,1197964330.26429
128195761365.6710,124623528915.32900,1335828382.99124
109944127787.8860,95576980671.11430,-8835465962.70805
109638372419.3430,-99528620778.44290,1411013878.87219
106220693906.4860,-54549762867.48570,7530996327.72118
99234176631.7428,-63918037528.54280,-808374796.88421
100543254706.3000,-89532569624.50000,-1831962160.25664
140389440160.7000,36707511579.80000,1197964330.26429
153533203496.8860,50380465860.91430,1335828382.99124
148674915840.1430,66009739140.75710,-8835465962.70805
163149504498.7430,125883545322.95700,1411013878.87219
164369690787.4430,-20692416395.14290,7530996327.72118
141991931529.8290,-140683806023.82900,-808374796.88421
143150100593.6000,-30817294901.60000,-1831962160.25664
133285797870.7290,52352457890.67140,1197964330.26429
156114905490.7000,-108845550936.20000,1335828382.99124
164071143176.8430,58720695250.45720,-8835465962.70805
183509144073.9710,36473786687.62860,1411013878.87219
199912458381.7430,103568569350.35700,7530996327.72118
222311343422.3000,-165309554113.30000,-808374796.88421
229052346338.0860,19346465633.81430,-1831962160.25664
235285727740.5710,65175728175.22850,1197964330.26429
203787874641.8000,273675196.60001,1335828382.99124
233050752623.4570,36928106214.34290,-8835465962.70805
224621112428.6860,38995488150.31430,1411013878.87219
212977228406.0290,-129981172365.32900,7530996327.72118
198116128105.8860,63725807074.71430,-808374796.88421
172574892037.8710,16816438570.62860,-1831962160.25664
172668502790.8570,46285764966.34290,1197964330.26429
192706415449.9570,-92672567712.55710,1335828382.99124
176479105785.1290,-85288899423.42860,-8835465962.70805
166932966474.0140,97338909375.88570,1411013878.87219
170557726188.1000,52703718466.30000,7530996327.72118
157861826505.5860,-9611058978.78574,-808374796.88421
187761069371.0860,-65192713940.38570,-1831962160.25664
